Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=major_elec_load_count,Dependency=panel_capacity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
single-family attached,3000-3999,6,126-199,0.287836,0.12488,0.122653,0.107314,0.08814,0.069557,0.0534,0.040178,0.029768,0.021789,0.015793,0.011355,0.008109,0.005757,0.004067,0.002861,0.002004,0.0014,0.000975,0.000677,0.000469,0.000324,0.000223,0.000154,0.000106,7.3e-05,5e-05,3.4e-05,2.3e-05,1.6e-05,1.1e-05,7e-06
single-family attached,3000-3999,6,125,0.287836,0.12488,0.122653,0.107314,0.08814,0.069557,0.0534,0.040178,0.029768,0.021789,0.015793,0.011355,0.008109,0.005757,0.004067,0.002861,0.002004,0.0014,0.000975,0.000677,0.000469,0.000324,0.000223,0.000154,0.000106,7.3e-05,5e-05,3.4e-05,2.3e-05,1.6e-05,1.1e-05,7e-06
single-family attached,3000-3999,6,101-124,0.287836,0.12488,0.122653,0.107314,0.08814,0.069557,0.0534,0.040178,0.029768,0.021789,0.015793,0.011355,0.008109,0.005757,0.004067,0.002861,0.002004,0.0014,0.000975,0.000677,0.000469,0.000324,0.000223,0.000154,0.000106,7.3e-05,5e-05,3.4e-05,2.3e-05,1.6e-05,1.1e-05,7e-06
single-family attached,3000-3999,6,100,0.271342,0.168073,0.150324,0.11977,0.089579,0.064375,0.045005,0.030835,0.020804,0.013867,0.009153,0.005993,0.003897,0.002519,0.001621,0.001038,0.000662,0.000421,0.000267,0.000169,0.000107,6.7e-05,4.2e-05,2.6e-05,1.7e-05,1e-05,6e-06,4e-06,2e-06,2e-06,1e-06,1e-06
single-family attached,3000-3999,5,<100,0.272349,0.159361,0.145372,0.118133,0.090115,0.06605,0.047096,0.032911,0.022647,0.015397,0.010365,0.006921,0.004591,0.003027,0.001986,0.001297,0.000844,0.000548,0.000354,0.000228,0.000147,9.4e-05,6e-05,3.9e-05,2.5e-05,1.6e-05,1e-05,6e-06,4e-06,3e-06,2e-06,1e-06
single-family attached,3000-3999,5,201+,0.26817,0.095268,0.101139,0.09565,0.084915,0.072433,0.060106,0.048882,0.039147,0.030972,0.024266,0.018858,0.014556,0.01117,0.008529,0.006485,0.004911,0.003707,0.00279,0.002094,0.001568,0.001171,0.000873,0.00065,0.000483,0.000358,0.000265,0.000196,0.000145,0.000107,7.9e-05,5.8e-05
single-family attached,3000-3999,5,200,0.206713,0.085685,0.094634,0.093106,0.08599,0.076307,0.065874,0.055734,0.046434,0.038219,0.031151,0.025184,0.020223,0.016145,0.012825,0.010144,0.007993,0.006276,0.004914,0.003837,0.002988,0.002322,0.001801,0.001394,0.001078,0.000832,0.000641,0.000493,0.000379,0.000291,0.000223,0.000171
single-family attached,3000-3999,5,126-199,0.295028,0.11667,0.116529,0.103681,0.086597,0.069496,0.054256,0.041513,0.031277,0.023282,0.017161,0.012547,0.009111,0.006578,0.004726,0.00338,0.002409,0.001711,0.001211,0.000855,0.000602,0.000423,0.000297,0.000208,0.000145,0.000101,7.1e-05,4.9e-05,3.4e-05,2.4e-05,1.6e-05,1.1e-05
single-family attached,3000-3999,5,125,0.295028,0.11667,0.116529,0.103681,0.086597,0.069496,0.054256,0.041513,0.031277,0.023282,0.017161,0.012547,0.009111,0.006578,0.004726,0.00338,0.002409,0.001711,0.001211,0.000855,0.000602,0.000423,0.000297,0.000208,0.000145,0.000101,7.1e-05,4.9e-05,3.4e-05,2.4e-05,1.6e-05,1.1e-05
single-family attached,3000-3999,5,101-124,0.295028,0.11667,0.116529,0.103681,0.086597,0.069496,0.054256,0.041513,0.031277,0.023282,0.017161,0.012547,0.009111,0.006578,0.004726,0.00338,0.002409,0.001711,0.001211,0.000855,0.000602,0.000423,0.000297,0.000208,0.000145,0.000101,7.1e-05,4.9e-05,3.4e-05,2.4e-05,1.6e-05,1.1e-05
single-family attached,3000-3999,5,100,0.272349,0.159361,0.145372,0.118133,0.090115,0.06605,0.047096,0.032911,0.022647,0.015397,0.010365,0.006921,0.004591,0.003027,0.001986,0.001297,0.000844,0.000548,0.000354,0.000228,0.000147,9.4e-05,6e-05,3.9e-05,2.5e-05,1.6e-05,1e-05,6e-06,4e-06,3e-06,2e-06,1e-06
single-family attached,3000-3999,4,<100,0.274546,0.150672,0.1401,0.116048,0.090235,0.067415,0.048998,0.034901,0.024481,0.016964,0.011641,0.007924,0.005357,0.003601,0.002408,0.001603,0.001064,0.000703,0.000464,0.000305,0.0002,0.000131,8.5e-05,5.6e-05,3.6e-05,2.4e-05,1.5e-05,1e-05,6e-06,4e-06,3e-06,2e-06
single-family attached,3000-3999,4,201+,0.277783,0.088238,0.095007,0.091129,0.082052,0.070986,0.059743,0.049278,0.040025,0.032118,0.025521,0.020115,0.015747,0.012256,0.009492,0.007319,0.005622,0.004304,0.003285,0.002501,0.001899,0.001439,0.001088,0.000821,0.000619,0.000465,0.00035,0.000262,0.000197,0.000147,0.00011,8.2e-05
single-family attached,3000-3999,4,200,0.214048,0.079438,0.088855,0.088537,0.082815,0.074428,0.065073,0.055759,0.047048,0.03922,0.032374,0.026508,0.021558,0.017431,0.014023,0.011233,0.008964,0.007129,0.005653,0.00447,0.003526,0.002775,0.00218,0.001709,0.001338,0.001045,0.000816,0.000636,0.000495,0.000385,0.000299,0.000232
single-family attached,3000-3999,4,126-199,0.303495,0.108663,0.110306,0.09975,0.084677,0.069066,0.054802,0.042617,0.032635,0.024689,0.018496,0.013744,0.010144,0.007444,0.005435,0.003951,0.002862,0.002065,0.001486,0.001067,0.000764,0.000545,0.000389,0.000277,0.000197,0.000139,9.9e-05,7e-05,4.9e-05,3.5e-05,2.5e-05,1.7e-05
single-family attached,3000-3999,4,125,0.303495,0.108663,0.110306,0.09975,0.084677,0.069066,0.054802,0.042617,0.032635,0.024689,0.018496,0.013744,0.010144,0.007444,0.005435,0.003951,0.002862,0.002065,0.001486,0.001067,0.000764,0.000545,0.000389,0.000277,0.000197,0.000139,9.9e-05,7e-05,4.9e-05,3.5e-05,2.5e-05,1.7e-05
single-family attached,3000-3999,4,101-124,0.303495,0.108663,0.110306,0.09975,0.084677,0.069066,0.054802,0.042617,0.032635,0.024689,0.018496,0.013744,0.010144,0.007444,0.005435,0.003951,0.002862,0.002065,0.001486,0.001067,0.000764,0.000545,0.000389,0.000277,0.000197,0.000139,9.9e-05,7e-05,4.9e-05,3.5e-05,2.5e-05,1.7e-05
single-family attached,3000-3999,4,100,0.274546,0.150672,0.1401,0.116048,0.090235,0.067415,0.048998,0.034901,0.024481,0.016964,0.011641,0.007924,0.005357,0.003601,0.002408,0.001603,0.001064,0.000703,0.000464,0.000305,0.0002,0.000131,8.5e-05,5.6e-05,3.6e-05,2.4e-05,1.5e-05,1e-05,6e-06,4e-06,3e-06,2e-06
single-family attached,3000-3999,3,<100,0.277964,0.142045,0.134549,0.113535,0.089933,0.068447,0.050678,0.036774,0.026277,0.01855,0.012967,0.008991,0.006192,0.00424,0.002889,0.00196,0.001324,0.000892,0.000599,0.000401,0.000268,0.000179,0.000119,7.9e-05,5.2e-05,3.5e-05,2.3e-05,1.5e-05,1e-05,7e-06,4e-06,3e-06
single-family attached,3000-3999,3,201+,0.288623,0.081484,0.088939,0.086477,0.078932,0.069223,0.059058,0.049381,0.040659,0.033073,0.026641,0.021286,0.016892,0.013328,0.010463,0.008179,0.006369,0.004942,0.003824,0.002951,0.002271,0.001744,0.001337,0.001023,0.000781,0.000596,0.000454,0.000345,0.000262,0.000199,0.000151,0.000114
single-family attached,3000-3999,3,200,0.222528,0.073463,0.083182,0.083903,0.079446,0.072278,0.06397,0.055488,0.047395,0.039995,0.03342,0.027701,0.022805,0.018666,0.015202,0.012327,0.009958,0.008017,0.006435,0.005151,0.004113,0.003277,0.002606,0.002068,0.001639,0.001296,0.001024,0.000808,0.000637,0.000501,0.000394,0.000309
single-family attached,3000-3999,3,126-199,0.313232,0.100887,0.104032,0.095563,0.082404,0.068274,0.05503,0.04347,0.033814,0.025986,0.019775,0.014927,0.011191,0.008342,0.006187,0.004569,0.003361,0.002464,0.001801,0.001313,0.000955,0.000693,0.000502,0.000363,0.000262,0.000189,0.000136,9.7e-05,7e-05,5e-05,3.6e-05,2.6e-05
single-family attached,3000-3999,3,125,0.313232,0.100887,0.104032,0.095563,0.082404,0.068274,0.05503,0.04347,0.033814,0.025986,0.019775,0.014927,0.011191,0.008342,0.006187,0.004569,0.003361,0.002464,0.001801,0.001313,0.000955,0.000693,0.000502,0.000363,0.000262,0.000189,0.000136,9.7e-05,7e-05,5e-05,3.6e-05,2.6e-05
single-family attached,3000-3999,3,101-124,0.313232,0.100887,0.104032,0.095563,0.082404,0.068274,0.05503,0.04347,0.033814,0.025986,0.019775,0.014927,0.011191,0.008342,0.006187,0.004569,0.003361,0.002464,0.001801,0.001313,0.000955,0.000693,0.000502,0.000363,0.000262,0.000189,0.000136,9.7e-05,7e-05,5e-05,3.6e-05,2.6e-05
single-family attached,3000-3999,3,100,0.277964,0.142045,0.134549,0.113535,0.089933,0.068447,0.050678,0.036774,0.026277,0.01855,0.012967,0.008991,0.006192,0.00424,0.002889,0.00196,0.001324,0.000892,0.000599,0.000401,0.000268,0.000179,0.000119,7.9e-05,5.2e-05,3.5e-05,2.3e-05,1.5e-05,1e-05,7e-06,4e-06,3e-06
single-family attached,3000-3999,2,<100,0.282626,0.133517,0.128763,0.110621,0.089212,0.069128,0.05211,0.038498,0.028007,0.020129,0.014326,0.010114,0.007091,0.004944,0.003429,0.002368,0.001629,0.001117,0.000764,0.000521,0.000354,0.00024,0.000163,0.00011,7.4e-05,5e-05,3.4e-05,2.3e-05,1.5e-05,1e-05,7e-06,5e-06
single-family attached,3000-3999,2,201+,0.300678,0.075023,0.082968,0.081738,0.075591,0.067169,0.058063,0.04919,0.041037,0.033822,0.027603,0.022346,0.017968,0.014364,0.011426,0.009049,0.007139,0.005614,0.004401,0.003441,0.002683,0.002088,0.001622,0.001257,0.000973,0.000752,0.00058,0.000447,0.000344,0.000264,0.000203,0.000156
single-family attached,3000-3999,2,200,0.232169,0.067766,0.077639,0.079239,0.075917,0.069885,0.062584,0.054928,0.047472,0.040534,0.034271,0.028742,0.023942,0.019828,0.01634,0.013407,0.010958,0.008926,0.007249,0.005872,0.004744,0.003825,0.003077,0.002471,0.001981,0.001586,0.001268,0.001012,0.000807,0.000642,0.000511,0.000406
single-family attached,3000-3999,2,126-199,0.324225,0.09337,0.097749,0.091162,0.079808,0.067132,0.054935,0.044057,0.034794,0.027146,0.020973,0.016073,0.012234,0.009258,0.006972,0.005227,0.003904,0.002906,0.002156,0.001596,0.001178,0.000868,0.000638,0.000468,0.000343,0.000251,0.000183,0.000134,9.7e-05,7.1e-05,5.2e-05,3.7e-05
single-family attached,3000-3999,2,125,0.324225,0.09337,0.097749,0.091162,0.079808,0.067132,0.054935,0.044057,0.034794,0.027146,0.020973,0.016073,0.012234,0.009258,0.006972,0.005227,0.003904,0.002906,0.002156,0.001596,0.001178,0.000868,0.000638,0.000468,0.000343,0.000251,0.000183,0.000134,9.7e-05,7.1e-05,5.2e-05,3.7e-05
single-family attached,3000-3999,2,101-124,0.324225,0.09337,0.097749,0.091162,0.079808,0.067132,0.054935,0.044057,0.034794,0.027146,0.020973,0.016073,0.012234,0.009258,0.006972,0.005227,0.003904,0.002906,0.002156,0.001596,0.001178,0.000868,0.000638,0.000468,0.000343,0.000251,0.000183,0.000134,9.7e-05,7.1e-05,5.2e-05,3.7e-05
single-family attached,3000-3999,2,100,0.282626,0.133517,0.128763,0.110621,0.089212,0.069128,0.05211,0.038498,0.028007,0.020129,0.014326,0.010114,0.007091,0.004944,0.003429,0.002368,0.001629,0.001117,0.000764,0.000521,0.000354,0.00024,0.000163,0.00011,7.4e-05,5e-05,3.4e-05,2.3e-05,1.5e-05,1e-05,7e-06,5e-06
single-family attached,3000-3999,1,<100,0.288549,0.125126,0.122786,0.107335,0.088079,0.069447,0.053268,0.040043,0.029642,0.021678,0.015699,0.011277,0.008046,0.005707,0.004028,0.002831,0.001982,0.001383,0.000962,0.000667,0.000462,0.000319,0.00022,0.000151,0.000104,7.1e-05,4.9e-05,3.3e-05,2.3e-05,1.6e-05,1.1e-05,7e-06
single-family attached,3000-3999,1,201+,0.31393,0.068865,0.077128,0.076951,0.072069,0.064854,0.056775,0.048711,0.041154,0.03435,0.028391,0.023277,0.018954,0.015345,0.012361,0.009915,0.007922,0.006308,0.005008,0.003965,0.003132,0.002468,0.001941,0.001524,0.001194,0.000935,0.00073,0.00057,0.000444,0.000346,0.000269,0.000209
single-family attached,3000-3999,1,200,0.242984,0.062353,0.07225,0.074578,0.072265,0.06728,0.060937,0.054091,0.047281,0.040829,0.034914,0.029615,0.02495,0.020898,0.017417,0.014453,0.011948,0.009843,0.008085,0.006623,0.005412,0.004413,0.003591,0.002917,0.002365,0.001915,0.001548,0.00125,0.001008,0.000811,0.000653,0.000525
single-family attached,3000-3999,1,126-199,0.33645,0.086134,0.091502,0.086591,0.076923,0.065658,0.05452,0.044368,0.035555,0.028149,0.022068,0.017161,0.013255,0.010178,0.007777,0.005917,0.004484,0.003387,0.00255,0.001915,0.001435,0.001073,0.0008,0.000596,0.000443,0.000329,0.000244,0.00018,0.000133,9.8e-05,7.3e-05,5.4e-05
single-family attached,3000-3999,1,125,0.33645,0.086134,0.091502,0.086591,0.076923,0.065658,0.05452,0.044368,0.035555,0.028149,0.022068,0.017161,0.013255,0.010178,0.007777,0.005917,0.004484,0.003387,0.00255,0.001915,0.001435,0.001073,0.0008,0.000596,0.000443,0.000329,0.000244,0.00018,0.000133,9.8e-05,7.3e-05,5.4e-05
single-family attached,3000-3999,1,101-124,0.33645,0.086134,0.091502,0.086591,0.076923,0.065658,0.05452,0.044368,0.035555,0.028149,0.022068,0.017161,0.013255,0.010178,0.007777,0.005917,0.004484,0.003387,0.00255,0.001915,0.001435,0.001073,0.0008,0.000596,0.000443,0.000329,0.000244,0.00018,0.000133,9.8e-05,7.3e-05,5.4e-05
single-family attached,3000-3999,1,100,0.288549,0.125126,0.122786,0.107335,0.088079,0.069447,0.053268,0.040043,0.029642,0.021678,0.015699,0.011277,0.008046,0.005707,0.004028,0.002831,0.001982,0.001383,0.000962,0.000667,0.000462,0.000319,0.00022,0.000151,0.000104,7.1e-05,4.9e-05,3.3e-05,2.3e-05,1.6e-05,1.1e-05,7e-06
single-family attached,3000-3999,0,<100,0.295746,0.116905,0.116663,0.103712,0.086549,0.069397,0.054133,0.041383,0.031153,0.023169,0.017063,0.012465,0.009044,0.006524,0.004683,0.003347,0.002383,0.001691,0.001196,0.000844,0.000594,0.000417,0.000292,0.000204,0.000143,0.0001,6.9e-05,4.8e-05,3.3e-05,2.3e-05,1.6e-05,1.1e-05
single-family attached,3000-3999,0,201+,0.328351,0.063021,0.071446,0.072155,0.068406,0.062312,0.055218,0.047955,0.041012,0.034651,0.02899,0.024059,0.019831,0.016252,0.013252,0.010759,0.008702,0.007014,0.005637,0.004518,0.003612,0.002882,0.002294,0.001823,0.001446,0.001146,0.000906,0.000716,0.000565,0.000445,0.00035,0.000275
single-family attached,3000-3999,0,200,0.254982,0.057226,0.067035,0.069952,0.068523,0.064495,0.059053,0.052992,0.046827,0.04088,0.03534,0.030304,0.02581,0.021855,0.018414,0.015447,0.012909,0.010752,0.008928,0.007394,0.006108,0.005035,0.004142,0.003401,0.002788,0.002282,0.001865,0.001522,0.001241,0.00101,0.000821,0.000667
single-family attached,3000-3999,0,126-199,0.349874,0.0792,0.08533,0.081898,0.073787,0.063875,0.053793,0.044397,0.036084,0.028973,0.023037,0.018169,0.014232,0.011084,0.00859,0.006627,0.005094,0.003902,0.00298,0.00227,0.001725,0.001308,0.000989,0.000747,0.000563,0.000424,0.000319,0.000239,0.000179,0.000134,0.0001,7.5e-05
single-family attached,3000-3999,0,125,0.349874,0.0792,0.08533,0.081898,0.073787,0.063875,0.053793,0.044397,0.036084,0.028973,0.023037,0.018169,0.014232,0.011084,0.00859,0.006627,0.005094,0.003902,0.00298,0.00227,0.001725,0.001308,0.000989,0.000747,0.000563,0.000424,0.000319,0.000239,0.000179,0.000134,0.0001,7.5e-05
single-family attached,3000-3999,0,101-124,0.349874,0.0792,0.08533,0.081898,0.073787,0.063875,0.053793,0.044397,0.036084,0.028973,0.023037,0.018169,0.014232,0.011084,0.00859,0.006627,0.005094,0.003902,0.00298,0.00227,0.001725,0.001308,0.000989,0.000747,0.000563,0.000424,0.000319,0.000239,0.000179,0.000134,0.0001,7.5e-05
single-family attached,3000-3999,0,100,0.295746,0.116905,0.116663,0.103712,0.086549,0.069397,0.054133,0.041383,0.031153,0.023169,0.017063,0.012465,0.009044,0.006524,0.004683,0.003347,0.002383,0.001691,0.001196,0.000844,0.000594,0.000417,0.000292,0.000204,0.000143,0.0001,6.9e-05,4.8e-05,3.3e-05,2.3e-05,1.6e-05,1.1e-05
single-family attached,2500-2999,7,<100,0.26,0.175885,0.155448,0.122387,0.090453,0.064233,0.044374,0.030043,0.02003,0.013193,0.008605,0.005567,0.003577,0.002285,0.001453,0.00092,0.00058,0.000364,0.000228,0.000143,8.9e-05,5.5e-05,3.4e-05,2.1e-05,1.3e-05,8e-06,5e-06,3e-06,2e-06,1e-06,1e-06,0.0
single-family attached,2500-2999,7,201+,0.238729,0.109369,0.113411,0.104763,0.090844,0.075689,0.061349,0.048733,0.038121,0.02946,0.022544,0.017113,0.012902,0.009671,0.007213,0.005357,0.003963,0.002922,0.002148,0.001574,0.001151,0.00084,0.000612,0.000445,0.000323,0.000234,0.000169,0.000122,8.8e-05,6.4e-05,4.6e-05,3.3e-05
single-family attached,2500-2999,7,200,0.184238,0.097721,0.105665,0.101782,0.092033,0.079959,0.067581,0.05598,0.045662,0.036797,0.029363,0.023242,0.018272,0.014282,0.011108,0.008601,0.006635,0.005101,0.00391,0.002989,0.002279,0.001734,0.001317,0.000998,0.000755,0.000571,0.00043,0.000324,0.000244,0.000183,0.000138,0.000103
single-family attached,2500-2999,7,126-199,0.267599,0.13281,0.129124,0.111834,0.090924,0.071029,0.053979,0.040203,0.029486,0.021365,0.015329,0.01091,0.007712,0.00542,0.00379,0.002639,0.00183,0.001265,0.000872,0.000599,0.000411,0.000281,0.000192,0.000131,8.9e-05,6e-05,4.1e-05,2.8e-05,1.9e-05,1.3e-05,9e-06,6e-06
single-family attached,2500-2999,7,125,0.267599,0.13281,0.129124,0.111834,0.090924,0.071029,0.053979,0.040203,0.029486,0.021365,0.015329,0.01091,0.007712,0.00542,0.00379,0.002639,0.00183,0.001265,0.000872,0.000599,0.000411,0.000281,0.000192,0.000131,8.9e-05,6e-05,4.1e-05,2.8e-05,1.9e-05,1.3e-05,9e-06,6e-06
single-family attached,2500-2999,7,101-124,0.267599,0.13281,0.129124,0.111834,0.090924,0.071029,0.053979,0.040203,0.029486,0.021365,0.015329,0.01091,0.007712,0.00542,0.00379,0.002639,0.00183,0.001265,0.000872,0.000599,0.000411,0.000281,0.000192,0.000131,8.9e-05,6e-05,4.1e-05,2.8e-05,1.9e-05,1.3e-05,9e-06,6e-06
single-family attached,2500-2999,7,100,0.26,0.175885,0.155448,0.122387,0.090453,0.064233,0.044374,0.030043,0.02003,0.013193,0.008605,0.005567,0.003577,0.002285,0.001453,0.00092,0.00058,0.000364,0.000228,0.000143,8.9e-05,5.5e-05,3.4e-05,2.1e-05,1.3e-05,8e-06,5e-06,3e-06,2e-06,1e-06,1e-06,0.0
single-family attached,2500-2999,6,<100,0.259349,0.167265,0.150829,0.121159,0.091362,0.066195,0.046657,0.03223,0.021924,0.014733,0.009805,0.006472,0.004243,0.002766,0.001794,0.001158,0.000745,0.000478,0.000305,0.000195,0.000124,7.9e-05,5e-05,3.1e-05,2e-05,1.3e-05,8e-06,5e-06,3e-06,2e-06,1e-06,1e-06
single-family attached,2500-2999,6,201+,0.245213,0.101949,0.107308,0.100618,0.088564,0.074901,0.061624,0.049689,0.039454,0.030949,0.024041,0.018524,0.014176,0.010786,0.008166,0.006155,0.004622,0.003459,0.002581,0.001921,0.001426,0.001056,0.000781,0.000576,0.000424,0.000312,0.000229,0.000168,0.000123,9e-05,6.6e-05,4.8e-05
single-family attached,2500-2999,6,200,0.188763,0.09108,0.099819,0.097454,0.089315,0.078649,0.067375,0.056566,0.046765,0.038197,0.030893,0.024785,0.019749,0.015646,0.012333,0.00968,0.007569,0.005898,0.004582,0.00355,0.002744,0.002116,0.001629,0.001251,0.000959,0.000735,0.000562,0.000429,0.000327,0.000249,0.00019,0.000144
single-family attached,2500-2999,6,126-199,0.27286,0.12453,0.123164,0.108514,0.089748,0.07132,0.055135,0.041773,0.031166,0.022972,0.016767,0.012139,0.008729,0.006241,0.00444,0.003144,0.002219,0.00156,0.001094,0.000765,0.000533,0.000371,0.000258,0.000179,0.000124,8.5e-05,5.9e-05,4.1e-05,2.8e-05,1.9e-05,1.3e-05,9e-06
single-family attached,2500-2999,6,125,0.27286,0.12453,0.123164,0.108514,0.089748,0.07132,0.055135,0.041773,0.031166,0.022972,0.016767,0.012139,0.008729,0.006241,0.00444,0.003144,0.002219,0.00156,0.001094,0.000765,0.000533,0.000371,0.000258,0.000179,0.000124,8.5e-05,5.9e-05,4.1e-05,2.8e-05,1.9e-05,1.3e-05,9e-06
single-family attached,2500-2999,6,101-124,0.27286,0.12453,0.123164,0.108514,0.089748,0.07132,0.055135,0.041773,0.031166,0.022972,0.016767,0.012139,0.008729,0.006241,0.00444,0.003144,0.002219,0.00156,0.001094,0.000765,0.000533,0.000371,0.000258,0.000179,0.000124,8.5e-05,5.9e-05,4.1e-05,2.8e-05,1.9e-05,1.3e-05,9e-06
single-family attached,2500-2999,6,100,0.259349,0.167265,0.150829,0.121159,0.091362,0.066195,0.046657,0.03223,0.021924,0.014733,0.009805,0.006472,0.004243,0.002766,0.001794,0.001158,0.000745,0.000478,0.000305,0.000195,0.000124,7.9e-05,5e-05,3.1e-05,2e-05,1.3e-05,8e-06,5e-06,3e-06,2e-06,1e-06,1e-06
single-family attached,2500-2999,5,<100,0.259819,0.158636,0.145862,0.119474,0.091864,0.067868,0.048777,0.034357,0.023831,0.01633,0.011081,0.007458,0.004986,0.003314,0.002192,0.001443,0.000947,0.000619,0.000403,0.000262,0.00017,0.00011,7.1e-05,4.6e-05,2.9e-05,1.9e-05,1.2e-05,8e-06,5e-06,3e-06,2e-06,1e-06
single-family attached,2500-2999,5,201+,0.252902,0.094767,0.101199,0.096268,0.085967,0.073761,0.061568,0.050365,0.040572,0.032289,0.025445,0.019891,0.015443,0.011921,0.009156,0.007002,0.005335,0.00405,0.003066,0.002315,0.001743,0.00131,0.000982,0.000735,0.000549,0.00041,0.000305,0.000227,0.000169,0.000125,9.3e-05,6.9e-05
single-family attached,2500-2999,5,200,0.194356,0.084689,0.094027,0.092998,0.086344,0.077026,0.066847,0.056855,0.047618,0.039401,0.032284,0.026238,0.021181,0.016999,0.013575,0.010794,0.00855,0.006749,0.005312,0.004169,0.003265,0.00255,0.001989,0.001548,0.001202,0.000933,0.000722,0.000559,0.000432,0.000333,0.000257,0.000198
single-family attached,2500-2999,5,126-199,0.279373,0.116422,0.117066,0.104862,0.088175,0.07124,0.055993,0.043131,0.032716,0.024517,0.018193,0.013392,0.009791,0.007116,0.005147,0.003706,0.002659,0.001901,0.001355,0.000963,0.000683,0.000483,0.000341,0.000241,0.000169,0.000119,8.3e-05,5.8e-05,4.1e-05,2.9e-05,2e-05,1.4e-05
single-family attached,2500-2999,5,125,0.279373,0.116422,0.117066,0.104862,0.088175,0.07124,0.055993,0.043131,0.032716,0.024517,0.018193,0.013392,0.009791,0.007116,0.005147,0.003706,0.002659,0.001901,0.001355,0.000963,0.000683,0.000483,0.000341,0.000241,0.000169,0.000119,8.3e-05,5.8e-05,4.1e-05,2.9e-05,2e-05,1.4e-05
single-family attached,2500-2999,5,101-124,0.279373,0.116422,0.117066,0.104862,0.088175,0.07124,0.055993,0.043131,0.032716,0.024517,0.018193,0.013392,0.009791,0.007116,0.005147,0.003706,0.002659,0.001901,0.001355,0.000963,0.000683,0.000483,0.000341,0.000241,0.000169,0.000119,8.3e-05,5.8e-05,4.1e-05,2.9e-05,2e-05,1.4e-05
single-family attached,2500-2999,5,100,0.259819,0.158636,0.145862,0.119474,0.091864,0.067868,0.048777,0.034357,0.023831,0.01633,0.011081,0.007458,0.004986,0.003314,0.002192,0.001443,0.000947,0.000619,0.000403,0.000262,0.00017,0.00011,7.1e-05,4.6e-05,2.9e-05,1.9e-05,1.2e-05,8e-06,5e-06,3e-06,2e-06,1e-06
single-family attached,2500-2999,4,<100,0.261445,0.150036,0.140585,0.117347,0.091949,0.069226,0.050702,0.036394,0.025724,0.017964,0.012422,0.00852,0.005805,0.003932,0.00265,0.001778,0.001189,0.000792,0.000526,0.000348,0.00023,0.000152,0.0001,6.6e-05,4.3e-05,2.8e-05,1.8e-05,1.2e-05,8e-06,5e-06,3e-06,2e-06
single-family attached,2500-2999,4,201+,0.261805,0.087843,0.095119,0.091753,0.083082,0.072285,0.061181,0.05075,0.041455,0.033453,0.026733,0.02119,0.016683,0.013058,0.01017,0.007887,0.006092,0.004691,0.0036,0.002756,0.002105,0.001604,0.001219,0.000926,0.000701,0.000531,0.000401,0.000302,0.000228,0.000172,0.000129,9.7e-05
single-family attached,2500-2999,4,200,0.201042,0.078559,0.088318,0.08845,0.083154,0.075114,0.066007,0.056846,0.04821,0.040392,0.033512,0.027579,0.022543,0.01832,0.014814,0.011927,0.009566,0.007646,0.006094,0.004843,0.00384,0.003038,0.002398,0.00189,0.001487,0.001168,0.000916,0.000717,0.000561,0.000439,0.000342,0.000267
single-family attached,2500-2999,4,126-199,0.287144,0.108514,0.110875,0.100919,0.086228,0.07079,0.056537,0.044252,0.034108,0.025972,0.019584,0.014648,0.010882,0.008037,0.005907,0.004322,0.00315,0.002289,0.001658,0.001197,0.000863,0.00062,0.000445,0.000319,0.000228,0.000163,0.000116,8.3e-05,5.9e-05,4.2e-05,3e-05,2.1e-05
single-family attached,2500-2999,4,125,0.287144,0.108514,0.110875,0.100919,0.086228,0.07079,0.056537,0.044252,0.034108,0.025972,0.019584,0.014648,0.010882,0.008037,0.005907,0.004322,0.00315,0.002289,0.001658,0.001197,0.000863,0.00062,0.000445,0.000319,0.000228,0.000163,0.000116,8.3e-05,5.9e-05,4.2e-05,3e-05,2.1e-05
single-family attached,2500-2999,4,101-124,0.287144,0.108514,0.110875,0.100919,0.086228,0.07079,0.056537,0.044252,0.034108,0.025972,0.019584,0.014648,0.010882,0.008037,0.005907,0.004322,0.00315,0.002289,0.001658,0.001197,0.000863,0.00062,0.000445,0.000319,0.000228,0.000163,0.000116,8.3e-05,5.9e-05,4.2e-05,3e-05,2.1e-05
single-family attached,2500-2999,4,100,0.261445,0.150036,0.140585,0.117347,0.091949,0.069226,0.050702,0.036394,0.025724,0.017964,0.012422,0.00852,0.005805,0.003932,0.00265,0.001778,0.001189,0.000792,0.000526,0.000348,0.00023,0.000152,0.0001,6.6e-05,4.3e-05,2.8e-05,1.8e-05,1.2e-05,8e-06,5e-06,3e-06,2e-06
single-family attached,2500-2999,3,<100,0.264259,0.141504,0.135038,0.114799,0.091613,0.070247,0.0524,0.038307,0.027577,0.019613,0.013813,0.009649,0.006695,0.004618,0.00317,0.002167,0.001475,0.001001,0.000677,0.000457,0.000307,0.000206,0.000138,9.3e-05,6.2e-05,4.1e-05,2.7e-05,1.8e-05,1.2e-05,8e-06,5e-06,4e-06
